id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1331955266372263936,1331910542261444610,2020-11-26 13:37:36 GMT,2020-11-26,13:37:36,0,1191777551846236160,dougsha44869139,Doug Sharp,,@vegix @Lincoln1710 The Republican solar system  https://t.co/SP9YA03mHH,en,[],[],['https://pbs.twimg.com/media/EnwOQX1VkAQsYVi.jpg'],1,1,3,[],[],https://twitter.com/DougSha44869139/status/1331955266372263936,False,,1,https://pbs.twimg.com/media/EnwOQX1VkAQsYVi.jpg,Las Vegas,,,,,,"[{'screen_name': 'vegix', 'name': '🌿 𝐕𝖊𝖌𝖆𝖓𝖎𝖈 🌿', 'id': '168321389'}, {'screen_name': 'Lincoln1710', 'name': 'Lincoln17 😊✌🌊❤🗽🌏🌈🎶', 'id': '1160999098469814274'}]",,,,
1331932942088617989,1331932942088617989,2020-11-26 12:08:54 GMT,2020-11-26,12:08:54,0,1127738892583624704,rent_not_buy,Just Renting,,THE GREAT CONJUNCTION  Jupiter (KING) &amp; Saturn (SATAN) on 12/2120. This is the REV 12:7-9 SIGN we have been looking for since it happened on Sept 23rd 2017.   This SIGN happens 7 days after the TOTAL SOLAR ECLIPSE that happens in the midst of HANUKKAH  https://t.co/0gxKzlMnSN  https://t.co/18HOFb1Pdt,en,[],['https://www.youtube.com/watch?v=iG00JqLXZks'],['https://pbs.twimg.com/media/Env5l8UUcAAv7iR.png'],0,0,0,[],[],https://twitter.com/Rent_not_buy/status/1331932942088617989,False,,1,https://pbs.twimg.com/media/Env5l8UUcAAv7iR.png,Las Vegas,,,,,,[],,,,
1331890326659760131,1331889950799740928,2020-11-26 09:19:33 GMT,2020-11-26,09:19:33,0,754889024,yeoxuan,Yeo23:D ♡༄,,@our_apink On solar YouTube,en,[],[],[],1,0,0,[],[],https://twitter.com/YeoXuan/status/1331890326659760131,False,,0,,Las Vegas,,,,,,"[{'screen_name': 'our_apink', 'name': 'apink 2nd cb pls!!!!', 'id': '4909636939'}]",,,,
1331766880600776705,1331766880600776705,2020-11-26 01:09:02 GMT,2020-11-26,01:09:02,0,4799858892,energyartlv,Renewable Envoy,,"This school district is using #solar savings to give teachers a raise  https://t.co/0wvkb7meDO Across the US, at least 7,300 schools are using #solar to save on utilities and introduce students to #renewableenergy. #NevClimateAction #WeAreStillIn  #steam #girls_and_steam  https://t.co/I2PON8LryE",en,[],['https://buff.ly/3nZYHkK'],['https://pbs.twimg.com/media/Enti65xW4AUhpTX.jpg'],0,2,0,"['solar', 'solar', 'renewableenergy', 'nevclimateaction', 'wearestillin', 'steam', 'girls_and_steam']",[],https://twitter.com/EnergyArtLV/status/1331766880600776705,False,,1,https://pbs.twimg.com/media/Enti65xW4AUhpTX.jpg,Las Vegas,,,,,,[],,,,
1331765818397388800,1331755566314741760,2020-11-26 01:04:48 GMT,2020-11-26,01:04:48,0,329822267,pamelamckenzie,Pamela McKenzie 🐸,,"@MunkeyPilot Absolutely! Lunar - end of the ""matter"" Solar = ""New beginnings!""",en,[],[],[],0,1,3,[],[],https://twitter.com/PamelaMcKenzie/status/1331765818397388800,False,,0,,Las Vegas,,,,,,"[{'screen_name': 'MunkeyPilot', 'name': '🇺🇸JQNJQN-Munkey🦍Pilot🚁🌟🌟🌟', 'id': '1217645394403917825'}]",,,,
1331689464389885953,1331689464389885953,2020-11-25 20:01:24 GMT,2020-11-25,20:01:24,0,2832367690,lvgoldmag,LasVegasGold,,Celestial Solar Pool Heating Systems from iSwim will give you free energy from the sun. The utility savings alone will continue to save you money year after year.  https://t.co/Tjzr7enjw2  https://t.co/CXreb4lfSz,en,[],['https://www.lvgold.com/celestialsolar'],['https://pbs.twimg.com/media/EnscgtmWEAI_o-S.jpg'],0,0,0,[],[],https://twitter.com/LVGoldMag/status/1331689464389885953,False,,1,https://pbs.twimg.com/media/EnscgtmWEAI_o-S.jpg,Las Vegas,,,,,,[],,,,
1331686570735308806,1331686570735308806,2020-11-25 19:49:54 GMT,2020-11-25,19:49:54,0,1276219848,earthenergygems,EarthEnergyGemstones,,"Gold Pyrite Mixed Metals Necklace, Sterling Silver &amp; Gold Vermeil, Solar Plexus Chakra Healing Energy Jewelry  https://t.co/kVdN6mNzAB #EarthEnergyGemstones #HealingCrystals #ChakraJewelry #GoldVermeil  https://t.co/tsdMGMyjuC",en,[],"['http://tuppu.net/4bb186d7', 'https://www.etsy.com/EarthEnergyGemstones/listing/194224423/gold-pyrite-mixed-metals-necklace?utm_source=etsyfu&utm_medium=api&utm_campaign=api']",[],0,0,0,"['earthenergygemstones', 'healingcrystals', 'chakrajewelry', 'goldvermeil']",[],https://twitter.com/EarthEnergyGems/status/1331686570735308806,False,,0,,Las Vegas,,,,,,[],,,,
1331655909315993600,1313538970530312193,2020-11-25 17:48:04 GMT,2020-11-25,17:48:04,0,755204321118007297,omg_watt,Sean Schulz,,@ShellStationsUS I keep my “tank”s full with the Solar Reward Program. It’s so simple. It’s... the sun. #solar #EVs,en,[],[],[],0,0,0,"['solar', 'evs']",[],https://twitter.com/omg_watt/status/1331655909315993600,False,,0,,Las Vegas,,,,,,"[{'screen_name': 'ShellStationsUS', 'name': 'Shell Stations', 'id': '3022109085'}]",,,,
1331641989134094339,1331624861534281728,2020-11-25 16:52:45 GMT,2020-11-25,16:52:45,0,3293433438,lvchrisbrooks,Senator Chris Brooks,,@adambrowning @votesolar I started my solar company back in 2000. The early years were very difficult. We wouldn’t be where we are without organizations like @votesolar,en,"[{'screen_name': 'votesolar', 'name': 'vote solar', 'id': '16423158'}]",[],[],0,0,2,[],[],https://twitter.com/LVchrisbrooks/status/1331641989134094339,False,,0,,Las Vegas,,,,,,"[{'screen_name': 'adambrowning', 'name': 'Adam Browning', 'id': '15255124'}, {'screen_name': 'votesolar', 'name': 'Vote Solar', 'id': '16423158'}]",,,,
1331639163045625856,1331639163045625856,2020-11-25 16:41:31 GMT,2020-11-25,16:41:31,0,16262500,vinmanlv,vinmanlv,,"#Nevada Indy enabling Reid to be a legend in his own mind. No mention of Tonopah Solar pushed by Harry, never worked, millions of taxpayer $ wasted. More media spin to help Harry's failed legacy.   https://t.co/epQGwaZDFt",en,[],['https://thenevadaindependent.com/article/reid-on-his-environmental-legacy-compromise-and-a-biden-climate-agenda'],[],0,0,0,['nevada'],[],https://twitter.com/vinmanlv/status/1331639163045625856,False,,0,,Las Vegas,,,,,,[],,,,
1331604279090585602,1331595184925241347,2020-11-25 14:22:54 GMT,2020-11-25,14:22:54,0,1292582681557884928,pepperdepper2,pepperdepper,,@thamcqueen @Kp2Kool I’ll speculate...cars/tech/solar/space.. all in one! Plus his cars are elite to anything on the road right now and just wait till the semi’s and cybertruck drop 🙌,en,[],[],[],0,1,1,[],[],https://twitter.com/pepperdepper2/status/1331604279090585602,False,,0,,Las Vegas,,,,,,"[{'screen_name': 'thamcqueen', 'name': 'fidel chadstro🐉', 'id': '397566972'}, {'screen_name': 'Kp2Kool', 'name': 'El Bag Daddy', 'id': '1191524875069992961'}]",,,,
1331545849915031552,1331545849915031552,2020-11-25 10:30:44 GMT,2020-11-25,10:30:44,0,492052279,issymusic25,Issy☪✨222,,What does it mean when your solar plexus has a buzzy sensation happened to me the other day.,en,[],[],[],0,0,1,[],[],https://twitter.com/Issymusic25/status/1331545849915031552,False,,0,,Las Vegas,,,,,,[],,,,
1331524489037770752,1331453118836563969,2020-11-25 09:05:51 GMT,2020-11-25,09:05:51,0,1151237333326295041,rberbaron,Rob berBaron,,@MikeHudema How does intensive mining usually by child slaves in developing nations to build solar cells with short lives affect the climate?  Solar panels are not recyclable and are highly toxic?  Where do you propose we dispose of the millions of dead and dying solar panels?,en,[],[],[],0,0,0,[],[],https://twitter.com/RBerbaron/status/1331524489037770752,False,,0,,Las Vegas,,,,,,"[{'screen_name': 'MikeHudema', 'name': 'Mike Hudema', 'id': '15088481'}]",,,,
1331491341138755585,1331394020375810049,2020-11-25 06:54:08 GMT,2020-11-25,06:54:08,0,1241594864623448064,jwaynoze,NewsMarx 🌺🌹,,"@jenpwcoleman @charliekirk11 Evidently you understand the harmful effect of UV rays. That same solar radiation is why it’s different to protest in the open air outdoors, and to sequester yourself in indoor space.  Public health experts are encouraging small gatherings of 3 households or less if outside.",en,[],[],[],2,1,1,[],[],https://twitter.com/JWaynoze/status/1331491341138755585,False,,0,,Las Vegas,,,,,,"[{'screen_name': 'jenpwcoleman', 'name': 'Jennifer', 'id': '23662060'}, {'screen_name': 'charliekirk11', 'name': 'Charlie Kirk', 'id': '292929271'}]",,,,
1331486104164286464,1331486104164286464,2020-11-25 06:33:19 GMT,2020-11-25,06:33:19,0,80995053,dstrk_kwby,master keith,,Doggface went frm lip singn on a sk8teboard 2 a solar energy commercial w/ Snoop... #AnythingIsPossible,en,[],[],[],0,0,1,['anythingispossible'],[],https://twitter.com/DSTRK_KWBY/status/1331486104164286464,False,,0,,Las Vegas,,,,,,[],,,,
1331448345970307073,1330627580832210949,2020-11-25 04:03:17 GMT,2020-11-25,04:03:17,0,2334778457,william67952,William,,@ElonsWorld Largest mountain in the solar system right?,en,[],[],[],1,0,1,[],[],https://twitter.com/william67952/status/1331448345970307073,False,,0,,Las Vegas,,,,,,"[{'screen_name': 'ElonsWorld', 'name': ""Elon's World🔋"", 'id': '804412190493003776'}]",,,,
1331419849801822208,1331419849801822208,2020-11-25 02:10:03 GMT,2020-11-25,02:10:03,0,15593696,8newsnow,8 News NOW,,"PLANETARY PHENOMENON: On Dec. 21, the date of the December solstice, Jupiter, the largest planet in our solar system, and ringed Saturn, the second-largest, will line up perfectly to look like a double planet in the night sky #8NN   https://t.co/psnGi3sd7S",en,[],['https://bit.ly/2V08yKm'],[],4,15,46,['8nn'],[],https://twitter.com/8NewsNow/status/1331419849801822208,False,,0,,Las Vegas,,,,,,[],,,,
1331402246748135425,1331385735253876736,2020-11-25 01:00:06 GMT,2020-11-25,01:00:06,0,21525320,dbrookssr,Doug Brooks,,@Sammy_Roth Seems that resource adequacy planning hasn’t caught up with how load changes due to variability of solar resources.,en,[],[],[],0,0,1,[],[],https://twitter.com/DBrooksSr/status/1331402246748135425,False,,0,,Las Vegas,,,,,,"[{'screen_name': 'Sammy_Roth', 'name': 'Sammy Roth', 'id': '390842981'}]",,,,
